2016-04-28 16:24:54,334 [1] INFO  Holly- [(null)] - [登录窗口]btnLogin_Click Begin...
2016-04-28 16:35:21,340 [1] INFO  Holly- [(null)] - [登录登出模块] Login ( masj, *** , 35197 ) 
2016-04-28 16:35:21,341 [1] INFO  Holly- [(null)] - [登录登出模块] DomainAccountLogin(masj, pwd) begin...
2016-04-28 16:35:21,397 [1] INFO  Holly- [(null)] - [登录登出模块] DomainAccountLogin(masj, pwd) end.return BitAuto.Services.Organization.Remoting.Employee
2016-04-28 16:35:21,809 [1] INFO  Holly- [(null)] - [登录登出模块] InitLoginUser() Begin...
2016-04-28 16:35:26,058 [1] INFO  Holly- [(null)] - [登录登出模块] InitLoginUser() 客服登录...AgentID is:10658,AgentNum is:13001,GroupName is:商城运营支持部（IM）,OutNum is:89
2016-04-28 16:35:26,058 [1] INFO  Holly- [(null)] - [登录登出模块] InitLoginUser() End...
2016-04-28 16:35:26,238 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==添加技能组->1099 3
2016-04-28 16:35:26,238 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==添加技能组->1094 3
2016-04-28 16:35:26,238 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==添加技能组->1096 3
2016-04-28 16:35:26,277 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==签入->True
2016-04-28 16:35:26,324 [1] INFO  Holly- [(null)] - [登录登出模块] InsertAgentState()更新退出时间....initmsg
2016-04-28 16:35:26,344 [1] INFO  Holly- [(null)] - [登录登出模块] InsertAgentState()登录状态LoginOnOid....is:115
2016-04-28 16:35:26,344 [1] INFO  Holly- [(null)] - [登录登出模块] Login(masj, pwd, 35197) End.
2016-04-28 16:35:26,772 [1] INFO  Holly- [(null)] - [InitMainForm] 开始验证监控权限
2016-04-28 16:35:26,885 [1] INFO  Holly- [(null)] - [InitMainForm] 有 监控权限
2016-04-28 16:35:22,010 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(座席签入成功)程序状态(PS01_就绪)
2016-04-28 16:35:22,043 [1] INFO  Holly- [(null)] - [事件][OnSignInSuccess] 签入成功事件
2016-04-28 16:35:22,066 [1] INFO  Holly- [(null)] - [登录登出模块] InsertAgentState()更新退出时间....success [LoginOnOid=115]
2016-04-28 16:35:22,073 [1] INFO  Holly- [(null)] - [登录登出模块] InsertAgentState()登录状态LoginOnOid....is:116
2016-04-28 16:35:22,075 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：2；CurStatusName：置忙；)厂家消息(状态改变：准备就绪状态-->置忙)程序状态(PS04_置忙)
2016-04-28 16:35:22,077 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS01_就绪(0) -> PS04_置忙(2)
2016-04-28 16:35:22,109 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==置闲->True
2016-04-28 16:35:22,369 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==休息(BS0_自动)->True
2016-04-28 16:35:22,370 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS04_置忙(BS0_自动)
2016-04-28 16:35:22,386 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(状态改变：置忙-->空闲)程序状态(PS03_置闲)
2016-04-28 16:35:22,387 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS04_置忙(2) -> PS03_置闲(1)
2016-04-28 16:35:22,387 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS03_置闲
2016-04-28 16:35:22,392 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(状态改变：空闲-->休息)程序状态(PS05_休息)
2016-04-28 16:35:22,393 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS03_置闲(1) -> PS05_休息(16)
2016-04-28 16:35:22,393 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS05_休息
2016-04-28 16:35:22,527 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:117
2016-04-28 16:35:22,532 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:35:22,537 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(休息开始。)程序状态(PS05_休息)
2016-04-28 16:35:22,556 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:117
2016-04-28 16:35:22,565 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:118
2016-04-28 16:35:22,566 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:35:22,566 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(示闲成功。)程序状态(PS05_休息)
2016-04-28 16:35:22,580 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:118
2016-04-28 16:35:22,597 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:119
2016-04-28 16:35:22,598 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:35:22,598 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(签入成功。)程序状态(PS05_休息)
2016-04-28 16:35:32,096 [1] INFO  Holly- [(null)] - [Main] 点击按钮==置闲
2016-04-28 16:35:32,129 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==结束休息->True
2016-04-28 16:35:32,354 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(状态改变：休息-->空闲)程序状态(PS03_置闲)
2016-04-28 16:35:32,354 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS05_休息(16) -> PS03_置闲(1)
2016-04-28 16:35:32,354 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS03_置闲
2016-04-28 16:35:32,382 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:119
2016-04-28 16:35:32,391 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:120
2016-04-28 16:35:32,391 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:35:32,392 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(休息结束。)程序状态(PS03_置闲)
2016-04-28 16:35:34,297 [1] INFO  Holly- [(null)] - [Main] 点击按钮==置忙==2
2016-04-28 16:35:34,336 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==休息(BS2_任务回访)->True
2016-04-28 16:35:34,568 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(状态改变：空闲-->休息)程序状态(PS05_休息)
2016-04-28 16:35:34,568 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS03_置闲(1) -> PS05_休息(16)
2016-04-28 16:35:34,568 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS05_休息
2016-04-28 16:35:34,602 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:120
2016-04-28 16:35:34,657 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:121
2016-04-28 16:35:34,657 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:35:34,658 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(休息开始。)程序状态(PS05_休息)
2016-04-28 16:35:35,526 [1] INFO  Holly- [(null)] - [Main] 点击按钮==置闲
2016-04-28 16:35:35,558 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==结束休息->True
2016-04-28 16:35:35,782 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(状态改变：休息-->空闲)程序状态(PS03_置闲)
2016-04-28 16:35:35,782 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS05_休息(16) -> PS03_置闲(1)
2016-04-28 16:35:35,783 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS03_置闲
2016-04-28 16:35:35,810 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:121
2016-04-28 16:35:35,818 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:122
2016-04-28 16:35:35,818 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:35:35,819 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(休息结束。)程序状态(PS03_置闲)
2016-04-28 16:35:38,790 [1] INFO  Holly- [(null)] - [Main] 点击按钮==置忙==2
2016-04-28 16:35:38,821 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==休息(BS2_任务回访)->True
2016-04-28 16:35:39,057 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(状态改变：空闲-->休息)程序状态(PS05_休息)
2016-04-28 16:35:39,058 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS03_置闲(1) -> PS05_休息(16)
2016-04-28 16:35:39,058 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS05_休息
2016-04-28 16:35:39,087 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:122
2016-04-28 16:35:39,096 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:123
2016-04-28 16:35:39,097 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:35:39,097 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(休息开始。)程序状态(PS05_休息)
2016-04-28 16:35:51,518 [1] INFO  Holly- [(null)] - [Main]timer_LoginTime_Tick LoginOnOid=116
2016-04-28 16:36:21,533 [1] INFO  Holly- [(null)] - [Main]timer_LoginTime_Tick LoginOnOid=116
2016-04-28 16:36:22,387 [1] INFO  Holly- [(null)] - [客户端推送日志信息] 开始
2016-04-28 16:36:24,600 [1] INFO  Holly- [(null)] - [客户端推送日志信息] 获取到请求数：0
2016-04-28 16:36:51,545 [1] INFO  Holly- [(null)] - [Main]timer_LoginTime_Tick LoginOnOid=116
2016-04-28 16:36:52,143 [1] INFO  Holly- [(null)] - [Main] 点击按钮==置闲
2016-04-28 16:36:52,175 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==结束休息->True
2016-04-28 16:36:52,406 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(状态改变：休息-->空闲)程序状态(PS03_置闲)
2016-04-28 16:36:52,406 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS05_休息(16) -> PS03_置闲(1)
2016-04-28 16:36:52,406 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS03_置闲
2016-04-28 16:36:52,436 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:123
2016-04-28 16:36:52,541 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:124
2016-04-28 16:36:52,543 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:36:52,543 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(休息结束。)程序状态(PS03_置闲)
2016-04-28 16:36:55,286 [1] INFO  Holly- [(null)] - [登录登出模块] ExitLogin() Begin...
2016-04-28 16:36:55,314 [1] INFO  Holly- [(null)] - [登录登出模块]DeleteAgentStateToDB...客服退出时 LoginOnOid....IS:116
2016-04-28 16:36:55,315 [1] INFO  Holly- [(null)] - [登录登出模块]DeleteAgentStateToDB...客服退出时 GetCurrentTime()....IS:2016-04-28 16:36:55
2016-04-28 16:36:55,316 [1] INFO  Holly- [(null)] - [登录登出模块]DeleteAgentStateToDB...退出成功....
2016-04-28 16:36:55,352 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==签出->True
2016-04-28 16:36:55,354 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:124
2016-04-28 16:36:56,639 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==卸载->True
2016-04-28 16:36:56,639 [1] INFO  Holly- [(null)] - [登录登出模块] ExitLogin() End.
2016-04-28 16:37:06,617 [1] INFO  Holly- [(null)] - [登录窗口]btnLogin_Click Begin...
2016-04-28 16:37:06,678 [1] INFO  Holly- [(null)] - [HollyContactHelper]ModifySoftphoneINIByDN——根据DN35197,选择的SIPServerIP为：192.168.112.205
2016-04-28 16:37:06,823 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==装载及初始化->True
2016-04-28 16:37:06,823 [1] INFO  Holly- [(null)] - [登录窗口]btnLogin_Click： 异步加载，回调事件中继续登录
2016-04-28 16:37:06,823 [1] INFO  Holly- [(null)] - [登录窗口]btnLogin_Click End
2016-04-28 16:37:06,892 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=AgentUser,UserGOR=12255233)程序状态(PS01_就绪)
2016-04-28 16:37:06,914 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=LSUser,UserGOR=65537)程序状态(PS01_就绪)
2016-04-28 16:37:06,971 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=ASUser,UserGOR=655361)程序状态(PS01_就绪)
2016-04-28 16:37:06,973 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=EDSUser,UserGOR=983041)程序状态(PS01_就绪)
2016-04-28 16:37:06,975 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=StatEvent,UserGOR=262145)程序状态(PS01_就绪)
2016-04-28 16:37:06,977 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=StatUser,UserGOR=262146)程序状态(PS01_就绪)
2016-04-28 16:37:06,977 [1] INFO  Holly- [(null)] - 当前调用Load函数，返回的服务器信息条数为：6
2016-04-28 16:37:06,986 [1] INFO  Holly- [(null)] - [登录登出模块] Login ( masj, *** , 35197 ) 
2016-04-28 16:37:06,988 [1] INFO  Holly- [(null)] - [登录登出模块] DomainAccountLogin(masj, pwd) begin...
2016-04-28 16:37:07,033 [1] INFO  Holly- [(null)] - [登录登出模块] DomainAccountLogin(masj, pwd) end.return BitAuto.Services.Organization.Remoting.Employee
2016-04-28 16:37:07,429 [1] INFO  Holly- [(null)] - [登录登出模块] InitLoginUser() Begin...
2016-04-28 16:37:11,646 [1] INFO  Holly- [(null)] - [登录登出模块] InitLoginUser() 客服登录...AgentID is:10658,AgentNum is:13001,GroupName is:商城运营支持部（IM）,OutNum is:89
2016-04-28 16:37:11,646 [1] INFO  Holly- [(null)] - [登录登出模块] InitLoginUser() End...
2016-04-28 16:37:11,828 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==添加技能组->1099 3
2016-04-28 16:37:11,828 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==添加技能组->1094 3
2016-04-28 16:37:11,828 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==添加技能组->1096 3
2016-04-28 16:37:11,867 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==签入->True
2016-04-28 16:37:11,920 [1] INFO  Holly- [(null)] - [登录登出模块] InsertAgentState()更新退出时间....initmsg
2016-04-28 16:37:11,938 [1] INFO  Holly- [(null)] - [登录登出模块] InsertAgentState()登录状态LoginOnOid....is:126
2016-04-28 16:37:11,938 [1] INFO  Holly- [(null)] - [登录登出模块] Login(masj, pwd, 35197) End.
2016-04-28 16:37:12,366 [1] INFO  Holly- [(null)] - [InitMainForm] 开始验证监控权限
2016-04-28 16:37:12,456 [1] INFO  Holly- [(null)] - [InitMainForm] 有 监控权限
2016-04-28 16:37:12,013 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(座席签入成功)程序状态(PS01_就绪)
2016-04-28 16:37:12,051 [1] INFO  Holly- [(null)] - [事件][OnSignInSuccess] 签入成功事件
2016-04-28 16:37:12,086 [1] INFO  Holly- [(null)] - [登录登出模块] InsertAgentState()更新退出时间....success [LoginOnOid=126]
2016-04-28 16:37:12,097 [1] INFO  Holly- [(null)] - [登录登出模块] InsertAgentState()登录状态LoginOnOid....is:127
2016-04-28 16:37:12,100 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：2；CurStatusName：置忙；)厂家消息(状态改变：准备就绪状态-->置忙)程序状态(PS04_置忙)
2016-04-28 16:37:12,102 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS01_就绪(0) -> PS04_置忙(2)
2016-04-28 16:37:12,135 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==置闲->True
2016-04-28 16:37:12,395 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==休息(BS0_自动)->True
2016-04-28 16:37:12,397 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS04_置忙(BS0_自动)
2016-04-28 16:37:12,415 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(状态改变：置忙-->空闲)程序状态(PS03_置闲)
2016-04-28 16:37:12,415 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS04_置忙(2) -> PS03_置闲(1)
2016-04-28 16:37:12,415 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS03_置闲
2016-04-28 16:37:12,420 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(状态改变：空闲-->休息)程序状态(PS05_休息)
2016-04-28 16:37:12,421 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS03_置闲(1) -> PS05_休息(16)
2016-04-28 16:37:12,421 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS05_休息
2016-04-28 16:37:12,546 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:128
2016-04-28 16:37:12,552 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:37:12,559 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(休息开始。)程序状态(PS05_休息)
2016-04-28 16:37:12,585 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:128
2016-04-28 16:37:12,607 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:129
2016-04-28 16:37:12,607 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:37:12,608 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(示闲成功。)程序状态(PS05_休息)
2016-04-28 16:37:12,617 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:129
2016-04-28 16:37:12,629 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:130
2016-04-28 16:37:12,630 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:37:12,631 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(签入成功。)程序状态(PS05_休息)
2016-04-28 16:37:16,662 [1] INFO  Holly- [(null)] - [Main] 点击按钮==置闲
2016-04-28 16:37:16,695 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==结束休息->True
2016-04-28 16:37:16,923 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(状态改变：休息-->空闲)程序状态(PS03_置闲)
2016-04-28 16:37:16,924 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS05_休息(16) -> PS03_置闲(1)
2016-04-28 16:37:16,924 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS03_置闲
2016-04-28 16:37:16,959 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:130
2016-04-28 16:37:16,968 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:131
2016-04-28 16:37:16,968 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:37:16,969 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(休息结束。)程序状态(PS03_置闲)
2016-04-28 16:37:20,045 [1] INFO  Holly- [(null)] - [Main] 点击按钮==置忙==2
2016-04-28 16:37:20,078 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==休息(BS2_任务回访)->True
2016-04-28 16:37:20,306 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(状态改变：空闲-->休息)程序状态(PS05_休息)
2016-04-28 16:37:20,307 [1] INFO  Holly- [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS03_置闲(1) -> PS05_休息(16)
2016-04-28 16:37:20,307 [1] INFO  Holly- [(null)] - [Main][SetMainStatus]设置状态：PS05_休息
2016-04-28 16:37:20,337 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:131
2016-04-28 16:37:20,345 [1] INFO  Holly- [(null)] - [Main] 插入新的状态 PreOid....IS:132
2016-04-28 16:37:20,345 [1] INFO  Holly- [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-04-28 16:37:20,346 [1] INFO  Holly- [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(休息开始。)程序状态(PS05_休息)
2016-04-28 16:37:41,540 [1] INFO  Holly- [(null)] - [Main]timer_LoginTime_Tick LoginOnOid=127
2016-04-28 16:37:57,530 [1] INFO  Holly- [(null)] - [登录登出模块] ExitLogin() Begin...
2016-04-28 16:37:57,558 [1] INFO  Holly- [(null)] - [登录登出模块]DeleteAgentStateToDB...客服退出时 LoginOnOid....IS:127
2016-04-28 16:37:57,558 [1] INFO  Holly- [(null)] - [登录登出模块]DeleteAgentStateToDB...客服退出时 GetCurrentTime()....IS:2016-04-28 16:37:57
2016-04-28 16:37:57,563 [1] INFO  Holly- [(null)] - [登录登出模块]DeleteAgentStateToDB...退出成功....
2016-04-28 16:37:57,598 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==签出->True
2016-04-28 16:37:57,601 [1] INFO  Holly- [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:132
2016-04-28 16:37:58,881 [1] INFO  Holly- [(null)] - [HollyContactHelper]用户操作==卸载->True
2016-04-28 16:37:58,881 [1] INFO  Holly- [(null)] - [登录登出模块] ExitLogin() End.
